Report.Number,Date.of.Occurrence,Time.of.Occurrence,City,Crime,Victim.Age,Victim.Gender,Severity,Latitude,Longitude
19818,04-05-2022,0.17,Mumbai,KIDNAPPING,21,F,3,19.054999,72.8692035
19819,04-05-2022,17.34,Mumbai,VEHICLE - STOLEN,15,F,2,19.054999,72.8692035
19820,04-05-2022,19.13,Delhi,VEHICLE - STOLEN,17,F,2,28.6328027,77.2197713
19821,04-05-2022,0.12,Hyderabad,ILLEGAL POSSESSION,72,X,2,17.360589,78.4740613
19822,04-05-2022,19.39,Mumbai,DRUG OFFENSE,33,M,2,19.054999,72.8692035
19823,04-05-2022,1.29,Ahmedabad,TRAFFIC VIOLATION,40,M,1,23.0215374,72.5800568
19824,04-05-2022,10.40,Bangalore,VANDALISM,38,X,1,12.9767936,77.590082
19825,04-06-2022,5.54,Chennai,DRUG OFFENSE,35,M,2,13.0836939,80.270186
19826,04-06-2022,4.58,Mumbai,PUBLIC INTOXICATION,71,F,1,19.054999,72.8692035
19827,04-06-2022,5.55,Bhopal,VEHICLE - STOLEN,70,F,2,23.2584857,77.401989
19828,04-06-2022,20.04,Delhi,FRAUD,41,M,2,28.6328027,77.2197713
19829,04-06-2022,14.21,Chennai,PUBLIC INTOXICATION,31,F,1,13.0836939,80.270186
19830,04-06-2022,11.53,Surat,KIDNAPPING,61,X,3,21.2094892,72.8317058
19831,04-06-2022,3.07,Bangalore,IDENTITY THEFT,77,M,1,12.9767936,77.590082
19832,04-06-2022,10.21,Chennai,VANDALISM,66,X,1,13.0836939,80.270186
19833,04-06-2022,14.35,Bangalore,ARSON,42,F,3,12.9767936,77.590082
19834,04-06-2022,21.52,Faridabad,ILLEGAL POSSESSION,48,F,2,28.4031478,77.3105561
19835,04-06-2022,8.30,Delhi,DOMESTIC VIOLENCE,25,F,3,28.6328027,77.2197713
19836,04-06-2022,16.09,Rajkot,FRAUD,50,F,2,22.3053263,70.8028377
19837,04-06-2022,9.09,Hyderabad,EXTORTION,69,X,3,17.360589,78.4740613
19838,04-06-2022,14.43,Vasai,TRAFFIC VIOLATION,69,M,1,19.3428238,72.805441
19839,04-06-2022,9.34,Kolkata,FRAUD,49,F,2,22.5726459,88.3638953
19840,04-06-2022,1.56,Visakhapatnam,ARSON,12,F,3,17.6935526,83.2921297
19841,04-06-2022,4.18,Bangalore,SEXUAL ASSAULT,70,X,3,12.9767936,77.590082
19842,04-06-2022,14.28,Bangalore,ILLEGAL POSSESSION,44,F,2,12.9767936,77.590082
19843,04-06-2022,9.00,Delhi,HOMICIDE,47,F,3,28.6328027,77.2197713
19844,04-06-2022,23.51,Delhi,ASSAULT,21,X,3,28.6328027,77.2197713
19845,04-06-2022,20.43,Delhi,ILLEGAL POSSESSION,55,F,2,28.6328027,77.2197713
19846,04-06-2022,2.03,Hyderabad,PUBLIC INTOXICATION,18,F,1,17.360589,78.4740613
19847,04-06-2022,23.04,Nagpur,ROBBERY,79,F,3,21.1498134,79.0820556
19848,04-06-2022,4.36,Lucknow,DOMESTIC VIOLENCE,55,M,3,26.8381,80.9346001
19849,04-07-2022,13.02,Kolkata,ILLEGAL POSSESSION,38,X,2,22.5726459,88.3638953
19850,04-07-2022,18.30,Bangalore,VANDALISM,53,F,1,12.9767936,77.590082
19851,04-07-2022,19.31,Kolkata,DRUG OFFENSE,76,F,2,22.5726459,88.3638953
19852,04-07-2022,6.29,Kanpur,COUNTERFEITING,18,M,2,26.4609135,80.3217588
19853,04-07-2022,18.46,Delhi,KIDNAPPING,75,F,3,28.6328027,77.2197713
19854,04-07-2022,3.33,Delhi,ROBBERY,63,M,3,28.6328027,77.2197713
19855,04-07-2022,14.26,Chennai,ILLEGAL POSSESSION,65,F,2,13.0836939,80.270186
19856,04-07-2022,8.13,Mumbai,PUBLIC INTOXICATION,11,M,1,19.054999,72.8692035
19857,04-07-2022,5.24,Kolkata,FRAUD,57,F,2,22.5726459,88.3638953
19858,04-07-2022,22.09,Bangalore,VEHICLE - STOLEN,48,M,2,12.9767936,77.590082
19859,04-07-2022,2.00,Bangalore,CYBERCRIME,79,X,2,12.9767936,77.590082
19860,04-07-2022,23.27,Bhopal,DRUG OFFENSE,60,M,2,23.2584857,77.401989
19861,04-07-2022,0.32,Mumbai,HOMICIDE,40,M,3,19.054999,72.8692035
19862,04-07-2022,22.40,Jaipur,TRAFFIC VIOLATION,54,M,1,26.9154576,75.8189817
19863,04-07-2022,8.47,Faridabad,KIDNAPPING,22,M,3,28.4031478,77.3105561
19864,04-07-2022,22.01,Mumbai,PUBLIC INTOXICATION,74,M,1,19.054999,72.8692035
19865,04-07-2022,8.08,Visakhapatnam,TRAFFIC VIOLATION,70,M,1,17.6935526,83.2921297
19866,04-07-2022,16.30,Pune,ILLEGAL POSSESSION,57,X,2,18.5213738,73.8545071
19867,04-07-2022,1.32,Kolkata,FIREARM OFFENSE,19,X,2,22.5726459,88.3638953
19868,04-07-2022,3.31,Bangalore,SEXUAL ASSAULT,24,X,3,12.9767936,77.590082
19869,04-07-2022,22.59,Pune,BURGLARY,76,M,2,18.5213738,73.8545071
19870,04-07-2022,7.10,Hyderabad,FIREARM OFFENSE,13,F,2,17.360589,78.4740613
19871,04-07-2022,16.06,Mumbai,CYBERCRIME,65,F,2,19.054999,72.8692035
19872,04-07-2022,14.09,Hyderabad,ARSON,73,M,3,17.360589,78.4740613
19873,04-08-2022,3.01,Pune,IDENTITY THEFT,33,M,1,18.5213738,73.8545071
19874,04-08-2022,10.50,Pune,CYBERCRIME,41,X,2,18.5213738,73.8545071
19875,04-08-2022,14.03,Chennai,SEXUAL ASSAULT,52,F,3,13.0836939,80.270186
19876,04-08-2022,1.42,Kolkata,TRAFFIC VIOLATION,49,M,1,22.5726459,88.3638953
19877,04-08-2022,18.24,Faridabad,KIDNAPPING,79,F,3,28.4031478,77.3105561
19878,04-08-2022,15.04,Delhi,DRUG OFFENSE,41,M,2,28.6328027,77.2197713
19879,04-08-2022,4.01,Hyderabad,TRAFFIC VIOLATION,74,M,1,17.360589,78.4740613
19880,04-08-2022,5.55,Varanasi,VANDALISM,78,F,1,25.3356491,83.0076292
19881,04-08-2022,15.23,Kolkata,SEXUAL ASSAULT,13,M,3,22.5726459,88.3638953
19882,04-08-2022,7.59,Delhi,VEHICLE - STOLEN,71,M,2,28.6328027,77.2197713
19883,04-08-2022,18.40,Delhi,ILLEGAL POSSESSION,44,F,2,28.6328027,77.2197713
19884,04-08-2022,11.22,Indore,BURGLARY,25,X,2,22.7203616,75.8681996
19885,04-08-2022,3.36,Indore,SEXUAL ASSAULT,15,M,3,22.7203616,75.8681996
19886,04-08-2022,13.55,Mumbai,ARSON,35,M,3,19.054999,72.8692035
19887,04-08-2022,15.44,Bhopal,PUBLIC INTOXICATION,35,X,1,23.2584857,77.401989
19888,04-08-2022,23.22,Bangalore,ARSON,14,F,3,12.9767936,77.590082
19889,04-08-2022,19.26,Chennai,BURGLARY,77,M,2,13.0836939,80.270186
19890,04-08-2022,10.42,Bangalore,VEHICLE - STOLEN,22,X,2,12.9767936,77.590082
19891,04-08-2022,18.03,Delhi,SEXUAL ASSAULT,44,X,3,28.6328027,77.2197713
19892,04-08-2022,6.14,Agra,SHOPLIFTING,57,F,1,27.1752554,78.0098161
19893,04-08-2022,6.55,Vasai,SEXUAL ASSAULT,10,F,3,19.3428238,72.805441
19894,04-08-2022,18.53,Delhi,IDENTITY THEFT,49,M,1,28.6328027,77.2197713
19895,04-08-2022,0.39,Mumbai,HOMICIDE,50,F,3,19.054999,72.8692035
19896,04-08-2022,7.08,Bangalore,VEHICLE - STOLEN,67,X,2,12.9767936,77.590082
19897,04-09-2022,7.06,Mumbai,FRAUD,24,M,2,19.054999,72.8692035
19898,04-09-2022,11.16,Hyderabad,ASSAULT,37,X,3,17.360589,78.4740613
19899,04-09-2022,13.21,Patna,EXTORTION,79,M,3,25.6093239,85.1235252
19900,04-09-2022,1.13,Nagpur,CYBERCRIME,79,X,2,21.1498134,79.0820556
19901,04-09-2022,7.14,Mumbai,HOMICIDE,32,M,3,19.054999,72.8692035
19902,04-09-2022,6.09,Surat,TRAFFIC VIOLATION,35,F,1,21.2094892,72.8317058
19903,04-09-2022,0.54,Ahmedabad,SEXUAL ASSAULT,29,M,3,23.0215374,72.5800568
19904,04-09-2022,23.23,Bangalore,VANDALISM,31,M,1,12.9767936,77.590082
19905,04-09-2022,12.32,Delhi,FIREARM OFFENSE,64,X,2,28.6328027,77.2197713
19906,04-09-2022,12.35,Chennai,VANDALISM,22,X,1,13.0836939,80.270186
19907,04-09-2022,10.31,Surat,SEXUAL ASSAULT,59,M,3,21.2094892,72.8317058
19908,04-09-2022,8.31,Mumbai,CYBERCRIME,70,X,2,19.054999,72.8692035
19909,04-09-2022,5.27,Patna,SEXUAL ASSAULT,16,M,3,25.6093239,85.1235252
19910,04-09-2022,8.34,Kolkata,ROBBERY,40,F,3,22.5726459,88.3638953
19911,04-09-2022,10.57,Delhi,EXTORTION,42,M,3,28.6328027,77.2197713
19912,04-09-2022,18.17,Mumbai,EXTORTION,66,F,3,19.054999,72.8692035
19913,04-09-2022,8.01,Delhi,BURGLARY,64,X,2,28.6328027,77.2197713
19914,04-09-2022,7.20,Mumbai,SEXUAL ASSAULT,26,X,3,19.054999,72.8692035
19915,04-09-2022,3.53,Delhi,SHOPLIFTING,44,X,1,28.6328027,77.2197713
19916,04-09-2022,23.11,Ghaziabad,KIDNAPPING,24,X,3,28.7749966,77.4586967
19917,04-09-2022,12.08,Ahmedabad,ASSAULT,31,F,3,23.0215374,72.5800568
19918,04-09-2022,15.23,Bangalore,ROBBERY,73,F,3,12.9767936,77.590082
19919,04-09-2022,17.09,Mumbai,ILLEGAL POSSESSION,41,M,2,19.054999,72.8692035
19920,04-09-2022,22.41,Delhi,BURGLARY,57,M,2,28.6328027,77.2197713
19921,04-10-2022,9.18,Delhi,DRUG OFFENSE,25,F,2,28.6328027,77.2197713
19922,04-10-2022,5.57,Ahmedabad,VANDALISM,42,M,1,23.0215374,72.5800568
19923,04-10-2022,18.03,Hyderabad,CYBERCRIME,22,F,2,17.360589,78.4740613
19924,04-10-2022,4.06,Ahmedabad,FRAUD,78,M,2,23.0215374,72.5800568
19925,04-10-2022,21.39,Mumbai,ROBBERY,29,M,3,19.054999,72.8692035
19926,04-10-2022,14.56,Nagpur,DRUG OFFENSE,36,F,2,21.1498134,79.0820556
19927,04-10-2022,11.06,Mumbai,KIDNAPPING,41,X,3,19.054999,72.8692035
19928,04-10-2022,12.04,Chennai,CYBERCRIME,61,F,2,13.0836939,80.270186
19929,04-10-2022,11.35,Indore,HOMICIDE,55,X,3,22.7203616,75.8681996
19930,04-10-2022,17.57,Nashik,VEHICLE - STOLEN,35,M,2,20.0112475,73.7902364
19931,04-10-2022,2.03,Rajkot,VEHICLE - STOLEN,36,F,2,22.3053263,70.8028377
19932,04-10-2022,4.13,Nagpur,HOMICIDE,56,X,3,21.1498134,79.0820556
19933,04-10-2022,6.12,Nashik,PUBLIC INTOXICATION,60,X,1,20.0112475,73.7902364
19934,04-10-2022,18.27,Nagpur,DRUG OFFENSE,43,M,2,21.1498134,79.0820556
19935,04-10-2022,8.57,Indore,VEHICLE - STOLEN,63,X,2,22.7203616,75.8681996
19936,04-10-2022,9.03,Bangalore,SEXUAL ASSAULT,57,X,3,12.9767936,77.590082
19937,04-10-2022,8.36,Surat,IDENTITY THEFT,55,M,1,21.2094892,72.8317058
19938,04-10-2022,14.37,Delhi,PUBLIC INTOXICATION,10,X,1,28.6328027,77.2197713
19939,04-10-2022,7.56,Thane,ILLEGAL POSSESSION,57,X,2,19.1943294,72.9701779
19940,04-10-2022,22.51,Kolkata,FRAUD,41,F,2,22.5726459,88.3638953
19941,04-10-2022,20.48,Hyderabad,BURGLARY,35,M,2,17.360589,78.4740613
19942,04-10-2022,12.30,Bangalore,ROBBERY,74,M,3,12.9767936,77.590082
19943,04-10-2022,1.28,Chennai,ILLEGAL POSSESSION,13,F,2,13.0836939,80.270186
19944,04-10-2022,21.17,Kanpur,COUNTERFEITING,50,M,2,26.4609135,80.3217588
19945,04-11-2022,14.07,Bangalore,ASSAULT,12,F,3,12.9767936,77.590082
19946,04-11-2022,21.38,Kolkata,SHOPLIFTING,28,X,1,22.5726459,88.3638953
19947,04-11-2022,9.24,Delhi,DRUG OFFENSE,13,M,2,28.6328027,77.2197713
19948,04-11-2022,16.32,Nagpur,DRUG OFFENSE,63,F,2,21.1498134,79.0820556
19949,04-11-2022,1.21,Delhi,COUNTERFEITING,79,F,2,28.6328027,77.2197713
19950,04-11-2022,7.38,Delhi,KIDNAPPING,57,M,3,28.6328027,77.2197713
19951,04-11-2022,11.22,Bangalore,ASSAULT,22,F,3,12.9767936,77.590082
19952,04-11-2022,8.53,Ahmedabad,TRAFFIC VIOLATION,12,M,1,23.0215374,72.5800568
19953,04-11-2022,19.25,Pune,KIDNAPPING,27,M,3,18.5213738,73.8545071
19954,04-11-2022,7.53,Delhi,FIREARM OFFENSE,49,F,2,28.6328027,77.2197713
19955,04-11-2022,21.25,Bangalore,KIDNAPPING,71,F,3,12.9767936,77.590082
19956,04-11-2022,22.48,Visakhapatnam,FRAUD,21,F,2,17.6935526,83.2921297
19957,04-11-2022,0.06,Hyderabad,IDENTITY THEFT,65,M,1,17.360589,78.4740613
19958,04-11-2022,16.40,Mumbai,BURGLARY,55,M,2,19.054999,72.8692035
19959,04-11-2022,6.44,Meerut,VANDALISM,41,X,1,29.0018557,77.7679671
19960,04-11-2022,14.56,Patna,CYBERCRIME,74,X,2,25.6093239,85.1235252
19961,04-11-2022,22.45,Hyderabad,PUBLIC INTOXICATION,72,M,1,17.360589,78.4740613
19962,04-11-2022,23.49,Kanpur,ILLEGAL POSSESSION,26,F,2,26.4609135,80.3217588
19963,04-11-2022,3.36,Bangalore,DRUG OFFENSE,21,X,2,12.9767936,77.590082
19964,04-11-2022,23.13,Kolkata,FIREARM OFFENSE,67,M,2,22.5726459,88.3638953
19965,04-11-2022,12.28,Kanpur,IDENTITY THEFT,11,X,1,26.4609135,80.3217588
19966,04-11-2022,4.34,Nagpur,DOMESTIC VIOLENCE,41,X,3,21.1498134,79.0820556
19967,04-11-2022,13.50,Chennai,VANDALISM,62,X,1,13.0836939,80.270186
19968,04-11-2022,23.59,Ahmedabad,BURGLARY,58,M,2,23.0215374,72.5800568
19969,04-12-2022,4.11,Bangalore,SHOPLIFTING,41,X,1,12.9767936,77.590082
19970,04-12-2022,6.55,Ahmedabad,SEXUAL ASSAULT,17,X,3,23.0215374,72.5800568
19971,04-12-2022,19.55,Lucknow,SEXUAL ASSAULT,53,X,3,26.8381,80.9346001
19972,04-12-2022,23.40,Patna,SEXUAL ASSAULT,15,F,3,25.6093239,85.1235252
19973,04-12-2022,8.09,Chennai,IDENTITY THEFT,54,X,1,13.0836939,80.270186
19974,04-12-2022,3.30,Nagpur,CYBERCRIME,72,F,2,21.1498134,79.0820556
19975,04-12-2022,2.15,Delhi,COUNTERFEITING,78,M,2,28.6328027,77.2197713
19976,04-12-2022,1.14,Kalyan,TRAFFIC VIOLATION,29,X,1,19.2396742,73.1366482
19977,04-12-2022,4.02,Pune,FRAUD,27,F,2,18.5213738,73.8545071
19978,04-12-2022,10.04,Surat,ROBBERY,67,X,3,21.2094892,72.8317058
19979,04-12-2022,4.08,Indore,COUNTERFEITING,52,F,2,22.7203616,75.8681996
19980,04-12-2022,3.35,Delhi,VEHICLE - STOLEN,55,X,2,28.6328027,77.2197713
19981,04-12-2022,18.16,Delhi,PUBLIC INTOXICATION,53,X,1,28.6328027,77.2197713
19982,04-12-2022,0.50,Meerut,CYBERCRIME,33,X,2,29.0018557,77.7679671
19983,04-12-2022,6.35,Bangalore,EXTORTION,56,X,3,12.9767936,77.590082
19984,04-12-2022,23.54,Chennai,TRAFFIC VIOLATION,30,M,1,13.0836939,80.270186
19985,04-12-2022,21.35,Pune,EXTORTION,32,F,3,18.5213738,73.8545071
19986,04-12-2022,8.49,Pune,ROBBERY,29,F,3,18.5213738,73.8545071
19987,04-12-2022,4.51,Mumbai,DOMESTIC VIOLENCE,48,F,3,19.054999,72.8692035
19988,04-12-2022,22.07,Lucknow,FIREARM OFFENSE,70,M,2,26.8381,80.9346001
19989,04-12-2022,9.31,Delhi,DOMESTIC VIOLENCE,12,F,3,28.6328027,77.2197713
19990,04-12-2022,21.04,Bangalore,ROBBERY,76,F,3,12.9767936,77.590082
19991,04-12-2022,9.38,Jaipur,ARSON,36,M,3,26.9154576,75.8189817
19992,04-12-2022,7.00,Hyderabad,IDENTITY THEFT,67,X,1,17.360589,78.4740613
19993,13-04-2022,14.09,Lucknow,SEXUAL ASSAULT,26,X,3,26.8381,80.9346001
19994,13-04-2022,13.57,Agra,DOMESTIC VIOLENCE,37,F,3,27.1752554,78.0098161
19995,13-04-2022,21.26,Kanpur,VEHICLE - STOLEN,75,X,2,26.4609135,80.3217588
19996,13-04-2022,16.29,Pune,ROBBERY,22,M,3,18.5213738,73.8545071
19997,13-04-2022,17.32,Delhi,KIDNAPPING,10,F,3,28.6328027,77.2197713
19998,13-04-2022,1.01,Ahmedabad,DOMESTIC VIOLENCE,31,X,3,23.0215374,72.5800568
19999,13-04-2022,23.44,Kolkata,ILLEGAL POSSESSION,69,X,2,22.5726459,88.3638953
20000,13-04-2022,10.56,Bangalore,ASSAULT,49,X,3,12.9767936,77.590082
20001,13-04-2022,18.54,Agra,VANDALISM,28,F,1,27.1752554,78.0098161
20002,13-04-2022,15.02,Pune,ROBBERY,57,M,3,18.5213738,73.8545071
20003,13-04-2022,6.32,Delhi,VANDALISM,67,F,1,28.6328027,77.2197713
20004,13-04-2022,23.43,Mumbai,PUBLIC INTOXICATION,70,X,1,19.054999,72.8692035
20005,13-04-2022,18.12,Bangalore,ROBBERY,58,X,3,12.9767936,77.590082
20006,13-04-2022,22.36,Patna,VEHICLE - STOLEN,70,M,2,25.6093239,85.1235252
20007,13-04-2022,7.11,Varanasi,KIDNAPPING,74,F,3,25.3356491,83.0076292
20008,13-04-2022,20.34,Hyderabad,ILLEGAL POSSESSION,50,X,2,17.360589,78.4740613
20009,13-04-2022,17.35,Hyderabad,BURGLARY,19,M,2,17.360589,78.4740613
20010,13-04-2022,0.26,Chennai,SHOPLIFTING,50,X,1,13.0836939,80.270186
20011,13-04-2022,4.38,Mumbai,VANDALISM,76,X,1,19.054999,72.8692035
20012,13-04-2022,17.07,Bangalore,KIDNAPPING,74,X,3,12.9767936,77.590082
20013,13-04-2022,14.46,Patna,FRAUD,33,M,2,25.6093239,85.1235252
20014,13-04-2022,18.53,Nagpur,DOMESTIC VIOLENCE,72,F,3,21.1498134,79.0820556
20015,13-04-2022,5.22,Nagpur,ARSON,17,X,3,21.1498134,79.0820556
20016,13-04-2022,0.43,Nagpur,VANDALISM,30,X,1,21.1498134,79.0820556
20017,14-04-2022,17.29,Hyderabad,IDENTITY THEFT,45,M,1,17.360589,78.4740613
20018,14-04-2022,6.39,Mumbai,SEXUAL ASSAULT,64,X,3,19.054999,72.8692035
20019,14-04-2022,19.11,Lucknow,HOMICIDE,29,X,3,26.8381,80.9346001
20020,14-04-2022,22.57,Agra,SEXUAL ASSAULT,62,M,3,27.1752554,78.0098161
20021,14-04-2022,22.58,Delhi,ASSAULT,64,X,3,28.6328027,77.2197713
20022,14-04-2022,1.37,Bangalore,CYBERCRIME,47,X,2,12.9767936,77.590082
20023,14-04-2022,10.03,Thane,BURGLARY,54,M,2,19.1943294,72.9701779
20024,14-04-2022,10.33,Kalyan,FRAUD,37,F,2,19.2396742,73.1366482
20025,14-04-2022,20.11,Thane,SEXUAL ASSAULT,42,X,3,19.1943294,72.9701779
20026,14-04-2022,13.07,Surat,COUNTERFEITING,18,F,2,21.2094892,72.8317058
20027,14-04-2022,14.39,Pune,SHOPLIFTING,57,X,1,18.5213738,73.8545071
20028,14-04-2022,14.08,Mumbai,PUBLIC INTOXICATION,18,F,1,19.054999,72.8692035
20029,14-04-2022,16.57,Surat,SEXUAL ASSAULT,78,X,3,21.2094892,72.8317058
20030,14-04-2022,7.44,Chennai,VANDALISM,44,X,1,13.0836939,80.270186
20031,14-04-2022,23.06,Kolkata,ILLEGAL POSSESSION,22,M,2,22.5726459,88.3638953
20032,14-04-2022,22.14,Kanpur,FIREARM OFFENSE,78,F,2,26.4609135,80.3217588
20033,14-04-2022,19.53,Mumbai,ILLEGAL POSSESSION,70,F,2,19.054999,72.8692035
20034,14-04-2022,4.20,Bhopal,VANDALISM,36,F,1,23.2584857,77.401989
20035,14-04-2022,14.55,Delhi,HOMICIDE,57,M,3,28.6328027,77.2197713
20036,14-04-2022,16.24,Agra,EXTORTION,24,F,3,27.1752554,78.0098161
20037,14-04-2022,17.44,Thane,SEXUAL ASSAULT,27,X,3,19.1943294,72.9701779
20038,14-04-2022,2.24,Delhi,FRAUD,45,X,2,28.6328027,77.2197713
20039,14-04-2022,3.03,Lucknow,VANDALISM,67,F,1,26.8381,80.9346001
20040,14-04-2022,4.11,Pune,ASSAULT,42,M,3,18.5213738,73.8545071
20041,15-04-2022,11.41,Agra,ARSON,36,M,3,27.1752554,78.0098161
20042,15-04-2022,19.00,Kolkata,SEXUAL ASSAULT,23,X,3,22.5726459,88.3638953
20043,15-04-2022,7.57,Bangalore,ARSON,65,X,3,12.9767936,77.590082
20044,15-04-2022,10.31,Ghaziabad,ASSAULT,19,M,3,28.7749966,77.4586967
20045,15-04-2022,23.17,Delhi,FIREARM OFFENSE,37,M,2,28.6328027,77.2197713
20046,15-04-2022,20.56,Surat,HOMICIDE,16,X,3,21.2094892,72.8317058
20047,15-04-2022,8.18,Delhi,PUBLIC INTOXICATION,16,F,1,28.6328027,77.2197713
20048,15-04-2022,23.15,Pune,EXTORTION,34,F,3,18.5213738,73.8545071
20049,15-04-2022,0.51,Varanasi,PUBLIC INTOXICATION,31,X,1,25.3356491,83.0076292
20050,15-04-2022,8.24,Kolkata,ROBBERY,72,F,3,22.5726459,88.3638953
20051,15-04-2022,6.43,Chennai,PUBLIC INTOXICATION,28,M,1,13.0836939,80.270186
20052,15-04-2022,20.52,Patna,ROBBERY,53,F,3,25.6093239,85.1235252
20053,15-04-2022,12.58,Bangalore,ARSON,59,M,3,12.9767936,77.590082
20054,15-04-2022,3.16,Jaipur,DOMESTIC VIOLENCE,32,M,3,26.9154576,75.8189817
20055,15-04-2022,5.55,Visakhapatnam,ROBBERY,61,M,3,17.6935526,83.2921297
20056,15-04-2022,11.46,Mumbai,ROBBERY,11,X,3,19.054999,72.8692035
20057,15-04-2022,10.33,Agra,FIREARM OFFENSE,78,X,2,27.1752554,78.0098161
20058,15-04-2022,15.06,Pune,BURGLARY,11,X,2,18.5213738,73.8545071
20059,15-04-2022,22.39,Nagpur,VEHICLE - STOLEN,68,F,2,21.1498134,79.0820556
20060,15-04-2022,20.07,Rajkot,DOMESTIC VIOLENCE,40,M,3,22.3053263,70.8028377
20061,15-04-2022,15.32,Mumbai,DOMESTIC VIOLENCE,59,M,3,19.054999,72.8692035
20062,15-04-2022,21.16,Nagpur,TRAFFIC VIOLATION,47,F,1,21.1498134,79.0820556
20063,15-04-2022,5.49,Mumbai,SHOPLIFTING,47,M,1,19.054999,72.8692035
20064,15-04-2022,23.01,Hyderabad,VANDALISM,22,M,1,17.360589,78.4740613
20065,16-04-2022,3.51,Surat,ROBBERY,64,X,3,21.2094892,72.8317058
20066,16-04-2022,13.20,Jaipur,ASSAULT,41,F,3,26.9154576,75.8189817
20067,16-04-2022,10.12,Bangalore,SHOPLIFTING,47,M,1,12.9767936,77.590082
20068,16-04-2022,11.13,Bangalore,SEXUAL ASSAULT,22,X,3,12.9767936,77.590082
20069,16-04-2022,9.40,Lucknow,DRUG OFFENSE,42,M,2,26.8381,80.9346001
20070,16-04-2022,0.30,Mumbai,VANDALISM,40,X,1,19.054999,72.8692035
20071,16-04-2022,1.15,Hyderabad,ARSON,67,M,3,17.360589,78.4740613
20072,16-04-2022,16.10,Delhi,DRUG OFFENSE,60,X,2,28.6328027,77.2197713
20073,16-04-2022,20.16,Kalyan,CYBERCRIME,51,X,2,19.2396742,73.1366482
20074,16-04-2022,19.13,Mumbai,DRUG OFFENSE,24,X,2,19.054999,72.8692035
20075,16-04-2022,0.52,Delhi,COUNTERFEITING,15,M,2,28.6328027,77.2197713
20076,16-04-2022,14.07,Mumbai,FIREARM OFFENSE,27,M,2,19.054999,72.8692035
20077,16-04-2022,18.45,Ludhiana,ARSON,71,F,3,30.9090157,75.851601
20078,16-04-2022,9.35,Bangalore,FIREARM OFFENSE,33,X,2,12.9767936,77.590082
20079,16-04-2022,18.53,Delhi,EXTORTION,25,F,3,28.6328027,77.2197713
20080,16-04-2022,2.46,Surat,BURGLARY,73,X,2,21.2094892,72.8317058
20081,16-04-2022,17.36,Bangalore,BURGLARY,57,X,2,12.9767936,77.590082
20082,16-04-2022,10.35,Nashik,CYBERCRIME,14,F,2,20.0112475,73.7902364
20083,16-04-2022,3.49,Indore,DOMESTIC VIOLENCE,77,X,3,22.7203616,75.8681996
20084,16-04-2022,1.17,Chennai,VEHICLE - STOLEN,34,M,2,13.0836939,80.270186
20085,16-04-2022,20.43,Surat,DOMESTIC VIOLENCE,58,M,3,21.2094892,72.8317058
20086,16-04-2022,20.08,Visakhapatnam,PUBLIC INTOXICATION,43,X,1,17.6935526,83.2921297
20087,16-04-2022,4.32,Jaipur,IDENTITY THEFT,22,M,1,26.9154576,75.8189817
20088,16-04-2022,2.02,Patna,SEXUAL ASSAULT,42,F,3,25.6093239,85.1235252
20089,17-04-2022,4.02,Delhi,EXTORTION,75,X,3,28.6328027,77.2197713
20090,17-04-2022,12.06,Mumbai,FIREARM OFFENSE,11,F,2,19.054999,72.8692035
20091,17-04-2022,12.20,Delhi,FRAUD,14,X,2,28.6328027,77.2197713
20092,17-04-2022,22.41,Surat,ASSAULT,73,F,3,21.2094892,72.8317058
20093,17-04-2022,4.16,Pune,VEHICLE - STOLEN,29,F,2,18.5213738,73.8545071
20094,17-04-2022,11.49,Bangalore,DRUG OFFENSE,39,M,2,12.9767936,77.590082
20095,17-04-2022,7.43,Agra,FRAUD,67,F,2,27.1752554,78.0098161
20096,17-04-2022,17.05,Hyderabad,IDENTITY THEFT,17,F,1,17.360589,78.4740613
20097,17-04-2022,7.42,Bangalore,FRAUD,42,X,2,12.9767936,77.590082
20098,17-04-2022,21.50,Agra,ILLEGAL POSSESSION,44,X,2,27.1752554,78.0098161
20099,17-04-2022,1.40,Surat,HOMICIDE,44,X,3,21.2094892,72.8317058
20100,17-04-2022,11.34,Delhi,FIREARM OFFENSE,10,F,2,28.6328027,77.2197713
20101,17-04-2022,12.57,Bangalore,DRUG OFFENSE,78,M,2,12.9767936,77.590082
20102,17-04-2022,21.42,Hyderabad,COUNTERFEITING,76,M,2,17.360589,78.4740613
20103,17-04-2022,17.47,Mumbai,HOMICIDE,64,M,3,19.054999,72.8692035
20104,17-04-2022,20.26,Bangalore,ROBBERY,17,M,3,12.9767936,77.590082
20105,17-04-2022,9.46,Delhi,KIDNAPPING,16,M,3,28.6328027,77.2197713
20106,17-04-2022,6.50,Visakhapatnam,SEXUAL ASSAULT,49,M,3,17.6935526,83.2921297
20107,17-04-2022,17.17,Pune,CYBERCRIME,35,F,2,18.5213738,73.8545071
20108,17-04-2022,3.48,Surat,FIREARM OFFENSE,48,X,2,21.2094892,72.8317058
20109,17-04-2022,1.33,Surat,DOMESTIC VIOLENCE,78,F,3,21.2094892,72.8317058
20110,17-04-2022,23.41,Delhi,COUNTERFEITING,55,M,2,28.6328027,77.2197713
20111,17-04-2022,21.50,Kolkata,DOMESTIC VIOLENCE,73,M,3,22.5726459,88.3638953
